year,taxa,region_combined,revenue
1993.0,Groundfish,NA,263.52256516804164
1993.0,Herring,Alaska Peninsula,0.1909778251481092
1993.0,Herring,Bristol Bay,6.78491051159958
1993.0,Herring,Kodiak,4.44919234815348
1993.0,Herring,PWS/Cook Inlet,7.5478912435634795
1993.0,Herring,Southeast,7.889625851281767
1993.0,Herring,NA,5.013275233929462
1993.0,Invertebrate,Alaska Peninsula,1.8568195005813632
1993.0,Invertebrate,Bristol Bay,6.28149050440175e-5
1993.0,Invertebrate,Kodiak,8.645706771496595
1993.0,Invertebrate,PWS/Cook Inlet,3.262292467194508
1993.0,Invertebrate,Southeast,16.553806406068325
1993.0,Invertebrate,NA,429.0352866812469
1993.0,Salmon,Alaska Peninsula,72.08922270361553
1993.0,Salmon,Bristol Bay,230.9226405514645
1993.0,Salmon,Kodiak,52.416684859642324
1993.0,Salmon,PWS/Cook Inlet,73.59708211062511
1993.0,Salmon,Southeast,138.09873129948508
1993.0,Salmon,NA,14.736544377387741
1994.0,Groundfish,Alaska Peninsula,31.57542028435505
1994.0,Groundfish,Bristol Bay,1.027670226752145
1994.0,Groundfish,Kodiak,81.19771885715835
1994.0,Groundfish,PWS/Cook Inlet,49.272109608164705
1994.0,Groundfish,Southeast,92.60612516772612
1994.0,Groundfish,NA,382.6329794798119
1994.0,Herring,Alaska Peninsula,0.038835743619631075
1994.0,Herring,Bristol Bay,12.60208881690408
1994.0,Herring,Kodiak,7.253306461012999
1994.0,Herring,PWS/Cook Inlet,2.2963202043886635
1994.0,Herring,Southeast,9.977419294940432
1994.0,Herring,NA,2.9960084710155734
1994.0,Invertebrate,Alaska Peninsula,1.6192121006763258
1994.0,Invertebrate,Kodiak,9.107278296580422
1994.0,Invertebrate,PWS/Cook Inlet,1.7917777205513616
1994.0,Invertebrate,Southeast,21.45699856331576
1994.0,Invertebrate,NA,406.1345993141866
1994.0,Salmon,Alaska Peninsula,67.10044209213754
1994.0,Salmon,Bristol Bay,266.72457274908174
1994.0,Salmon,Kodiak,35.67137044767623
1994.0,Salmon,PWS/Cook Inlet,96.41779492010139
1994.0,Salmon,Southeast,164.87176718938483
1994.0,Salmon,NA,16.678043100527237
1995.0,Groundfish,Alaska Peninsula,34.17099248549541
1995.0,Groundfish,Bristol Bay,0.33899988051141117
1995.0,Groundfish,Kodiak,83.37563197514636
1995.0,Groundfish,PWS/Cook Inlet,45.840786500444764
1995.0,Groundfish,Southeast,86.87338301403325
1995.0,Groundfish,NA,353.54329439332986
1995.0,Herring,Alaska Peninsula,0.30708151777060844
1995.0,Herring,Bristol Bay,26.99398790509951
1995.0,Herring,Kodiak,8.379620783048551
1995.0,Herring,PWS/Cook Inlet,5.508933219155348
1995.0,Herring,Southeast,11.177332403977642
1995.0,Herring,NA,15.194486823063952
1995.0,Invertebrate,Alaska Peninsula,2.2760776543062358
1995.0,Invertebrate,Kodiak,1.5321543261507413
1995.0,Invertebrate,PWS/Cook Inlet,0.9605594057434181
1995.0,Invertebrate,Southeast,36.72065159782797
1995.0,Invertebrate,NA,312.41129906666134
1995.0,Salmon,Alaska Peninsula,86.7008817859561
1995.0,Salmon,Bristol Bay,259.9198163725919
1995.0,Salmon,Kodiak,71.04192984692183
1995.0,Salmon,PWS/Cook Inlet,73.86307432190226
1995.0,Salmon,Southeast,122.5576037758394
1995.0,Salmon,NA,15.631560189057499
1996.0,Groundfish,Alaska Peninsula,33.41108252167677
1996.0,Groundfish,Bristol Bay,0.35215214811917334
1996.0,Groundfish,Kodiak,69.72722296107959
1996.0,Groundfish,PWS/Cook Inlet,42.890036742942826
1996.0,Groundfish,Southeast,89.0561130321403
1996.0,Groundfish,NA,296.09318221526826
1996.0,Herring,Alaska Peninsula,0.2612376556489993
1996.0,Herring,Bristol Bay,23.041637473107762
1996.0,Herring,Kodiak,9.261049194862768
1996.0,Herring,PWS/Cook Inlet,7.948181054827564
1996.0,Herring,Southeast,22.748013169046224
1996.0,Herring,NA,15.150760179933503
1996.0,Invertebrate,Alaska Peninsula,1.1461042962383468
1996.0,Invertebrate,Kodiak,3.1383078818697436
1996.0,Invertebrate,PWS/Cook Inlet,0.9061913162526892
1996.0,Invertebrate,Southeast,23.85854116956777
1996.0,Invertebrate,NA,208.24134103918118
1996.0,Salmon,Alaska Peninsula,44.04949822022296
1996.0,Salmon,Bristol Bay,197.9688417497881
1996.0,Salmon,Kodiak,35.10527106069496
1996.0,Salmon,PWS/Cook Inlet,88.38340705391487
1996.0,Salmon,Southeast,100.04456250081492
1996.0,Salmon,NA,10.716703083643
1997.0,Groundfish,Alaska Peninsula,47.14488753861734
1997.0,Groundfish,Bristol Bay,1.2017097642579702
1997.0,Groundfish,Kodiak,89.49820636080453
1997.0,Groundfish,PWS/Cook Inlet,47.32896565780872
1997.0,Groundfish,Southeast,97.43188042405365
1997.0,Groundfish,NA,300.3536022510223
1997.0,Herring,Bristol Bay,6.9494546270302155
1997.0,Herring,Kodiak,1.8711777102642004
1997.0,Herring,PWS/Cook Inlet,1.7922451255624352
1997.0,Herring,Southeast,9.303424220282276
1997.0,Herring,NA,3.351701239600559
1997.0,Invertebrate,Alaska Peninsula,0.9741040264584856
1997.0,Invertebrate,Kodiak,3.8689055878167906
1997.0,Invertebrate,PWS/Cook Inlet,0.825263456780628
1997.0,Invertebrate,Southeast,29.723715250804396
1997.0,Invertebrate,NA,192.95284192849545
1997.0,Salmon,Alaska Peninsula,39.04751668397237
1997.0,Salmon,Bristol Bay,88.15237445679345
1997.0,Salmon,Kodiak,26.902485969567614
1997.0,Salmon,PWS/Cook Inlet,92.83158971400736
1997.0,Salmon,Southeast,95.85082472535221
1997.0,Salmon,NA,11.128608404158495
1998.0,Groundfish,Alaska Peninsula,31.896509809143364
1998.0,Groundfish,Bristol Bay,0.07424404286348361
1998.0,Groundfish,Kodiak,69.63000120474288
1998.0,Groundfish,PWS/Cook Inlet,31.483416042102593
1998.0,Groundfish,Southeast,59.31122195168347
1998.0,Groundfish,NA,153.06118599961957
1998.0,Herring,Alaska Peninsula,0.026017931646693297
1998.0,Herring,Bristol Bay,8.73867423752457
1998.0,Herring,Kodiak,1.169325914653478
1998.0,Herring,PWS/Cook Inlet,1.6864154967979201
1998.0,Herring,Southeast,3.833047175194978
1998.0,Herring,NA,2.6814479994927396
1998.0,Invertebrate,Alaska Peninsula,0.5348955804958468
1998.0,Invertebrate,Kodiak,3.3508372709403336
1998.0,Invertebrate,PWS/Cook Inlet,0.792515832857777
1998.0,Invertebrate,Southeast,21.945060173736607
1998.0,Invertebrate,NA,250.58877672944013
1998.0,Salmon,Alaska Peninsula,46.26782977617145
1998.0,Salmon,Bristol Bay,90.17856006594383
1998.0,Salmon,Kodiak,44.13210232705599
1998.0,Salmon,PWS/Cook Inlet,52.550685054847506
1998.0,Salmon,Southeast,94.26424717519498
1998.0,Salmon,NA,5.744615484116417
1999.0,Groundfish,Alaska Peninsula,47.075521002735414
1999.0,Groundfish,Bristol Bay,0.13611890933163462
1999.0,Groundfish,Kodiak,100.48713981838847
1999.0,Groundfish,PWS/Cook Inlet,45.88125365658685
1999.0,Groundfish,Southeast,71.13190905684417
1999.0,Groundfish,NA,252.59112686576483
1999.0,Herring,Bristol Bay,9.107858607811542
1999.0,Herring,Kodiak,1.2639681992480731
1999.0,Herring,PWS/Cook Inlet,0.02097912841458388
1999.0,Herring,Southeast,9.535965164062402
1999.0,Herring,NA,4.498414046789323
1999.0,Invertebrate,Alaska Peninsula,0.4948400719451418
1999.0,Invertebrate,Kodiak,2.3422489476773958
1999.0,Invertebrate,PWS/Cook Inlet,0.7702210189730331
1999.0,Invertebrate,Southeast,27.46379762930765
1999.0,Invertebrate,NA,346.1917019397709
1999.0,Salmon,Alaska Peninsula,73.11620363223041
1999.0,Salmon,Bristol Bay,142.89044231273655
1999.0,Salmon,Kodiak,40.8284396772461
1999.0,Salmon,PWS/Cook Inlet,87.92402796617579
1999.0,Salmon,Southeast,114.1467643796605
1999.0,Salmon,NA,7.877617629057843
2e3,Groundfish,Alaska Peninsula,58.37040433301174
2e3,Groundfish,Bristol Bay,0.15551764102438845
2e3,Groundfish,Kodiak,106.47815524589964
2e3,Groundfish,PWS/Cook Inlet,42.69081695834301
2e3,Groundfish,Southeast,82.15515628396615
2e3,Groundfish,NA,306.84466061331415
2e3,Herring,Bristol Bay,4.741285663690876
2e3,Herring,Kodiak,1.1473431970005985
2e3,Herring,PWS/Cook Inlet,0.010937471758484668
2e3,Herring,Southeast,4.549825995627908
2e3,Herring,NA,2.3394832138539137
2e3,Invertebrate,Alaska Peninsula,0.26074549051695717
2e3,Invertebrate,Kodiak,2.0817550163037506
2e3,Invertebrate,PWS/Cook Inlet,0.758793839991207
2e3,Invertebrate,Southeast,23.3451019014936
2e3,Invertebrate,NA,146.71879408424218
2e3,Salmon,Alaska Peninsula,45.75691106823151
2e3,Salmon,Bristol Bay,102.99575765421395
2e3,Salmon,Kodiak,27.470797076316206
2e3,Salmon,PWS/Cook Inlet,59.97824252897427
2e3,Salmon,Southeast,81.22457215783496
2e3,Salmon,NA,3.2252744647851204
2001.0,Groundfish,Alaska Peninsula,50.918471827874825
2001.0,Groundfish,Bristol Bay,0.2685835850656096
2001.0,Groundfish,Kodiak,79.90466980287273
2001.0,Groundfish,PWS/Cook Inlet,36.35860446789966
2001.0,Groundfish,Southeast,63.46672447554118
2001.0,Groundfish,NA,274.7496692416988
2001.0,Herring,Bristol Bay,3.7640840328107648
2001.0,Herring,Kodiak,1.2788620706123959
2001.0,Herring,PWS/Cook Inlet,0.015428569722875598
2001.0,Herring,Southeast,9.001533377908851
2001.0,Herring,NA,1.3910159874870154
2001.0,Invertebrate,Alaska Peninsula,0.4977963058039712
2001.0,Invertebrate,Kodiak,3.189382589280384
2001.0,Invertebrate,PWS/Cook Inlet,0.6988642197891419
2001.0,Invertebrate,Southeast,23.241037885210083
2001.0,Invertebrate,NA,120.04558704762815
2001.0,Salmon,Alaska Peninsula,20.66105552039927
2001.0,Salmon,Bristol Bay,48.840171002829756
2001.0,Salmon,Kodiak,26.023618724105408
2001.0,Salmon,PWS/Cook Inlet,52.49052461404368
2001.0,Salmon,Southeast,95.45281157689874
2001.0,Salmon,NA,1.4217492627129773
2002.0,Groundfish,Alaska Peninsula,54.68790974623109
2002.0,Groundfish,Bristol Bay,0.5173923304875467
2002.0,Groundfish,Kodiak,72.33423754086408
2002.0,Groundfish,PWS/Cook Inlet,41.520272489945675
2002.0,Groundfish,Southeast,65.75209900279874
2002.0,Groundfish,NA,314.57898611209106
2002.0,Herring,Bristol Bay,2.9386830946165245
2002.0,Herring,Kodiak,0.9333220913003598
2002.0,Herring,PWS/Cook Inlet,0.001799724828900021
2002.0,Herring,Southeast,8.530261389026084
2002.0,Herring,NA,1.4220424986476632
2002.0,Invertebrate,Alaska Peninsula,0.32961858228086266
2002.0,Invertebrate,Kodiak,3.479909122980315
2002.0,Invertebrate,PWS/Cook Inlet,0.820372080716856
2002.0,Invertebrate,Southeast,23.863391683717865
2002.0,Invertebrate,NA,148.75637603189162
2002.0,Salmon,Alaska Peninsula,16.61699888285237
2002.0,Salmon,Bristol Bay,37.66400666760742
2002.0,Salmon,Kodiak,15.770586937604364
2002.0,Salmon,PWS/Cook Inlet,47.01076382323197
2002.0,Salmon,Southeast,50.73804301606341
2002.0,Salmon,NA,2.623606893388838
2003.0,Groundfish,Alaska Peninsula,66.06335312294618
2003.0,Groundfish,Bristol Bay,0.38629782425716885
2003.0,Groundfish,Kodiak,87.42259461079915
2003.0,Groundfish,PWS/Cook Inlet,53.44797705496431
2003.0,Groundfish,Southeast,82.07259364226499
2003.0,Groundfish,NA,330.41032900183325
2003.0,Herring,Bristol Bay,3.3128963091930035
2003.0,Herring,Kodiak,1.3490812761590703
2003.0,Herring,PWS/Cook Inlet,0.004858167394988989
2003.0,Herring,Southeast,8.252194998212824
2003.0,Herring,NA,0.8125148566223523
2003.0,Invertebrate,Alaska Peninsula,0.5187055310219189
2003.0,Invertebrate,Kodiak,3.52420135133577
2003.0,Invertebrate,PWS/Cook Inlet,0.8012526721165931
2003.0,Invertebrate,Southeast,22.113656470154158
2003.0,Invertebrate,NA,177.15020197396487
2003.0,Salmon,Alaska Peninsula,19.295288623182557
2003.0,Salmon,Bristol Bay,55.82146662592674
2003.0,Salmon,Kodiak,21.45721146329371
2003.0,Salmon,PWS/Cook Inlet,62.591874805428404
2003.0,Salmon,Southeast,60.0119131778298
2003.0,Salmon,NA,3.40766804644352
2004.0,Groundfish,Alaska Peninsula,62.21202632582983
2004.0,Groundfish,Bristol Bay,0.2681598626478443
2004.0,Groundfish,Kodiak,88.39323986130124
2004.0,Groundfish,PWS/Cook Inlet,57.38010521354669
2004.0,Groundfish,Southeast,86.71382334986646
2004.0,Groundfish,NA,292.4607253069102
2004.0,Herring,Bristol Bay,2.8845765087416115
2004.0,Herring,Kodiak,1.822457133559261
2004.0,Herring,PWS/Cook Inlet,0.0096138653859101815
2004.0,Herring,Southeast,10.36054772538546
2004.0,Herring,NA,0.6643823753843391
2004.0,Invertebrate,Alaska Peninsula,0.484136353434926
2004.0,Invertebrate,Kodiak,3.8704664586933593
2004.0,Invertebrate,PWS/Cook Inlet,0.9492382566151222
2004.0,Invertebrate,Southeast,22.508090311286665
2004.0,Invertebrate,NA,157.77277381780638
2004.0,Salmon,Alaska Peninsula,30.469429820230264
2004.0,Salmon,Bristol Bay,81.28942511838768
2004.0,Salmon,Kodiak,26.15722571088718
2004.0,Salmon,PWS/Cook Inlet,58.851104674910786
2004.0,Salmon,Southeast,84.06074641470475
2004.0,Salmon,NA,5.2767620127028305
2005.0,Groundfish,Alaska Peninsula,29.510544634217936
2005.0,Groundfish,Kodiak,58.56687837705613
2005.0,Groundfish,PWS/Cook Inlet,14.731798230069254
2005.0,Groundfish,Southeast,35.56735885672041
2005.0,Groundfish,NA,483.2511315271632
2005.0,Herring,Alaska Peninsula,0.057244974505604417
2005.0,Herring,Bristol Bay,3.255919863884933
2005.0,Herring,Kodiak,1.7746950348441526
2005.0,Herring,PWS/Cook Inlet,0.02426609843337211
2005.0,Herring,Southeast,9.614153857861949
2005.0,Herring,NA,1.2511010643502463
2005.0,Invertebrate,Alaska Peninsula,1.9355944923408095
2005.0,Invertebrate,Kodiak,6.072907796175297
2005.0,Invertebrate,PWS/Cook Inlet,1.0277901414422543
2005.0,Invertebrate,Southeast,22.619121688174733
2005.0,Invertebrate,NA,150.97816964373075
2005.0,Salmon,Alaska Peninsula,35.370727563301116
2005.0,Salmon,Bristol Bay,106.4632400930627
2005.0,Salmon,Kodiak,28.624358987182138
2005.0,Salmon,PWS/Cook Inlet,82.01963796871092
2005.0,Salmon,Southeast,84.10603164784031
2005.0,Salmon,NA,4.482058098955219
2006.0,Groundfish,Alaska Peninsula,32.722985740201665
2006.0,Groundfish,Kodiak,65.20938522549889
2006.0,Groundfish,PWS/Cook Inlet,12.94271062734675
2006.0,Groundfish,Southeast,35.8324611125174
2006.0,Groundfish,NA,532.3359615660465
2006.0,Herring,Bristol Bay,3.3527403071341184
2006.0,Herring,Kodiak,0.5928295468927984
2006.0,Herring,PWS/Cook Inlet,0.022490823946335906
2006.0,Herring,Southeast,5.920663934944944
2006.0,Herring,NA,0.5376378622959119
2006.0,Invertebrate,Alaska Peninsula,0.9846278530143864
2006.0,Invertebrate,Kodiak,6.051214519259166
2006.0,Invertebrate,PWS/Cook Inlet,0.9508147280934903
2006.0,Invertebrate,Southeast,21.319723927350967
2006.0,Invertebrate,NA,119.61018537737839
2006.0,Salmon,Alaska Peninsula,26.51864416951441
2006.0,Salmon,Bristol Bay,118.11653824410413
2006.0,Salmon,Kodiak,32.16623883052778
2006.0,Salmon,PWS/Cook Inlet,58.08921901236131
2006.0,Salmon,Southeast,89.64312060709615
2006.0,Salmon,NA,6.6250210416402995
2007.0,Groundfish,Alaska Peninsula,32.99193071280334
2007.0,Groundfish,Bristol Bay,0.3979312367723509
2007.0,Groundfish,Kodiak,66.80612348203094
2007.0,Groundfish,PWS/Cook Inlet,13.807124509421168
2007.0,Groundfish,Southeast,33.65876250847597
2007.0,Groundfish,NA,527.3038874904967
2007.0,Herring,Bristol Bay,2.308662584502846
2007.0,Herring,Kodiak,0.7795879856987281
2007.0,Herring,PWS/Cook Inlet,0.02395708591037048
2007.0,Herring,Southeast,12.261714364970103
2007.0,Herring,NA,0.4630356915363594
2007.0,Invertebrate,Alaska Peninsula,1.6037376045369554
2007.0,Invertebrate,Kodiak,4.794467524195039
2007.0,Invertebrate,PWS/Cook Inlet,0.7235677666591325
2007.0,Invertebrate,Southeast,25.955224207368445
2007.0,Invertebrate,NA,160.62079788152138
2007.0,Salmon,Alaska Peninsula,36.82392818542339
2007.0,Salmon,Bristol Bay,121.24716547146937
2007.0,Salmon,Kodiak,31.957167444058605
2007.0,Salmon,PWS/Cook Inlet,98.93457098239054
2007.0,Salmon,Southeast,102.62082732652517
2007.0,Salmon,NA,5.696970883761071
2008.0,Groundfish,Alaska Peninsula,43.469466559193954
2008.0,Groundfish,Bristol Bay,0.06105415617128463
2008.0,Groundfish,Kodiak,77.56068317380353
2008.0,Groundfish,PWS/Cook Inlet,13.874920745591938
2008.0,Groundfish,Southeast,37.68441375314862
2008.0,Groundfish,NA,563.0323230629723
2008.0,Herring,Bristol Bay,2.701300241813602
2008.0,Herring,Kodiak,1.3083786901763224
2008.0,Herring,PWS/Cook Inlet,0.02713551637279597
2008.0,Herring,Southeast,21.16005910327456
2008.0,Herring,NA,0.7053677884130982
2008.0,Invertebrate,Alaska Peninsula,1.5347816523929472
2008.0,Invertebrate,Kodiak,4.296911103274558
2008.0,Invertebrate,PWS/Cook Inlet,0.5985993249370276
2008.0,Invertebrate,Southeast,23.198084836272038
2008.0,Invertebrate,NA,232.41696010075566
2008.0,Salmon,Alaska Peninsula,45.16159510327456
2008.0,Salmon,Bristol Bay,122.01047262468512
2008.0,Salmon,Kodiak,28.238525682619645
